id,sentence,sentiment_Stanford,sentiment_Google Cloud,sentiment_Monkey Learn,Grand Truth
244,1 per cent to $269;000 after a high of $455;000,Positive,Neutral,Neutral,Neutral
245, CoreLogic senior research analyst Cameron Kusher said it would take a long time to get back up to the inflated prices seen during the mining boom,Negative,Negative,Neutral,Negative
246, But he said many struggling mining towns were finally showing signs of growth,Neutral,Positive,Positive,Positive
247, It is a slow and subtle rise,Neutral,Neutral,Negative,Neutral
248, I doubt they will boom like they did but after a big decline we are seeing commodity prices lift and more demand for workers in some of these areas; he said,Negative,Negative,Negative,Negative
249, Mr Kusher said while values were down; many of the towns could still achieve decent rental yields  a Positive for investors,Positive,Positive,Negative,Positive
250, Clearly there is some increasing demand from buyers and renters; he said,Negative,Neutral,Negative,Negative
251, The cheapest housestyle accommodation in the Brisbane Greater Region is a one bedroom; one bathroom; relocatable home at Durack; which is on the market for $93;000,Negative,Positive,Neutral,Negative
252, And in Sydney; even the most rundown fixerupper will set you back upwards of $1 million,Negative,Negative,Positive,Negative
253,Bond King Bill Gross is retiring after more than 40 years in the financial industry,Neutral,Neutral,Neutral,Neutral
254,Gross has amassed a $US1.5 billion net worth; according to Forbes  at one point; his fortune was at least $US2.5 billion,Negative,Negative,Negative,Negative
255,About $US1.3 billion of his fortune went to his exwife; Sue Gross; following a nasty divorce ,Negative,Negative,Negative,Negative
256,Gross largely spends his fortune on real estate and philanthropy,Negative,Negative,Negative,Negative
257,Bond King Bill Gross is saying goodbye to Wall Street,Neutral,Negative,Neutral,Neutral
258,Gross; 74; is retiring from the financial industry he worked in for more than 40 years; he said on Monday,Negative,Negative,Neutral,Negative
259, In 1971; Gross founded Pimco; where he served as the managing director and chief investment officer,Negative,Negative,Positive,Negative
260, In 2014; he joined the global assetmanagement firm Janus Henderson,Negative,Neutral,Neutral,Neutral
261,During that time; Gross amassed a fortune that was worth at least $US2.5 billion at one point,Neutral,Negative,Negative,Negative
262, After he was embroiled in a nasty divorce; his estimated net worth dropped to $US1.5 billion  but thats nothing to scoff at Aside from the $US1.3 billion that went to his exwife postdivorce; Gross has dropped a large chunk of his fortune on two things: real estate and philanthropy,Negative,Negative,Negative,Negative
263,Throughout the years; Gross has purchased a series of homes along Californias coast; namely in Laguna Beach; creating an impressive realestate portfolio,Positive,Positive,Positive,Positive
264, Equally impressive is the $US700 million hes donated to charity  and that doesnt even scratch the surface; seeing as he said he plans to focus on working with charitable organisations during retirement,Negative,Positive,Negative,Negative
265,Below; see how Gross spends his fortune,Neutral,Negative,Neutral,Neutral
266,Bond King Bill Gross has an estimated net worth of $US1.5 billion,Positive,Negative,Neutral,Positive
267,Source: ForbesGross founded the investmentmanagement firm Pimco in 1971,Negative,Positive,Neutral,Negative
268, The firm would eventually reach a peak of $US2 trillion in assets under management; and Gross personal bank account grew with it,Negative,Negative,Negative,Negative
269,Source: Forbes ; Business InsiderIn 1999; the German insurer Allianz bought Pimco; and Gross began earning a $US200 million annual salary,Negative,Negative,Neutral,Negative
270, In 2013; he received a $US290 million bonus,Positive,Neutral,Neutral,Neutral
271,Source: Bloomberg ; Business InsiderIn 2014; Gross left to join the assetmanagement firm Janus Henderson; where he managed a smaller portfolio of $US1.5 billion,Negative,Negative,Positive,Negative
272,MediaNews Group/Orange County Register via Getty Images/Getty ImagesSource: Forbes ; BloombergSome of Gross fortune is invested in the Janus Global Unconstrained Bond Fund; as well as closedend municipal bond funds and stocks in Procter  Gamble and Johnson  Johnson,Negative,Neutral,Neutral,Neutral
273,CNBC Bill GrossSource: BloombergHowever; Gross used to be worth even more,Negative,Negative,Negative,Negative
274, His fortune reached $US2.5 billion in 2017,Neutral,Neutral,Neutral,Neutral
275,Source: Business InsiderA messy divorce with his wife; Sue; that went on for more than two years caused him to drop off the Forbes 400 list in 2018,Negative,Negative,Negative,Negative
276,Source: ForbesShe received more than $US1.3 billion and two of their cats,Neutral,Neutral,Neutral,Neutral
277,Source: ForbesThe Grosses acquired quite the collection of heirlooms during their marriage; including antique clocks; luxury cars; and a $US56 million art collection  half of which Sue Gross received in the divorce,Negative,Negative,Neutral,Negative
278,Source: Business Insider ; ForbesTheir art collection included Picassos Les Repos; which sold for $US36.92 million at Sothebys auction house,Negative,Positive,Neutral,Negative
279,Photo by Dan Kitwood/Getty ImagesSource: Business InsiderBut Bill Gross biggest collection is real estate,Negative,Neutral,Neutral,Neutral
280,Gross purchased a 13;819squarefoot property in Laguna Beachs Irvine Cove area in 1988,Negative,Neutral,Neutral,Neutral
281, While its unclear how much he paid for it; it has six bedrooms and eight bathrooms,Negative,Negative,Negative,Negative
282,Cameron Cross/Shutterstock Irvine Cove,Neutral,Neutral,Neutral,Neutral
283,Source: Yolandas Little Black BookGross also owns a compound in Indian Wells; California,Positive,Neutral,Neutral,Neutral
284, He reportedly purchased a lot there for $US2.5 million in 1995 and built an 11;316squarefoot mansion with an infinity pool,Negative,Neutral,Neutral,Neutral
285,FelipeS/Shutterstock Indian Wells,Neutral,Neutral,Neutral,Neutral
286,Source: Yolandas Little Black BookIn 2002; Gross reportedly paid $US20 million for a mansion on 17 Mile Drive in Pebble Beach; California,Negative,Neutral,Neutral,Neutral
287, He later sold it for $US16.5 million; suffering a $US3.5 million loss,Negative,Neutral,Negative,Negative
288,Yolandas Little Black BookIn 2009; he bought a bayfront home in Newport Beach for $US23 million and tried to flip it,Negative,Positive,Neutral,Negative
289, It reportedly sold for $US20.8 million in April 2014,Negative,Neutral,Neutral,Neutral
290,Beach Media/Shutterstock Newport Beach,Neutral,Positive,Neutral,Neutral
291,Source: Wall Street Journal ; Yolandas Little Black BookIn 2011; Gross bought Jennifer Anistons Beverly Hills home for a reported $US37 million,Negative,Negative,Neutral,Negative
292,Business InsiderSource: Business InsiderIn 2014; he bought two houses across the street and next door to his Irvine Cove mansion for $US19.8 million and $US16 million  a total of $US35.8 million; all in cash,Negative,Neutral,Neutral,Neutral
293,TraceRouda/Getty Images Irvine Cove,Neutral,Neutral,Neutral,Neutral
294,Source: Yolandas Little Black BookBill and Sue Gross also owned a home in Corona del Mar and a condo in Park City; Utah,Negative,Negative,Positive,Negative
295,Johnny Adolphson/ShutterstockSource: Business InsiderIn 2018 during the divorce; Bill and Sue Gross separately spent nearly $US150 million buying four homes in Laguna Beach over one month in a bidding war; bringing their total home count in the area up to seven,Negative,Negative,Negative,Negative
296,Beach Media/Shutterstock Laguna Beach,Neutral,Positive,Neutral,Neutral
